“id”,“project_number”,“project_name”,"project_address",“project_city”,“project_province”,“registration_date”,“certification_date”,certification_level,rating_system,“project_size”,project_type,owner_type
"186","13630","Groupe Montoni - Bâtiment A","5845 Keiran","St-Laurent","Quebec","2010-09-21","2014-02-13","2",“25”,"17975",“11”,“1”
"187","13631","Groupe Montoni-Imeco","5650 Kieran","St-Laurent","Quebec","2010-09-21","2013-02-07","2",“25”,"3314",“11”,“1”
"188","13461","Polykar","5637 rue Keiran","St-Laurent","Quebec","2010-08-05","2013-01-23","2",“25”,"6870",“11”,“1”
"189","10785","Outdoor Gear Canada (OGC) - Head Office & Warehouse - Siége Social et Entrepôt","10555, boul Henri-Bourassa ouest","St-Laurent","Quebec","2007-07-09","2009-01-16","2",“25”,"9655",“11”,“1”
"190","11139","Frito Lay Canada, Vancouver Distribution Centre","11811 -103A  Ave","Surrey","British Columbia","2008-02-15","2011-02-03","2",“25”,"5428",“11”,“1”
"191","13553","Centre de Distribution Automatisé de Terrebonne - Sobeys Québec Inc.","1101, de la Piniere West","Terrebonne","Quebec","2010-05-25","2015-07-02","2",“25”,"43253",“11”,“1”
"192","13495","Apollo Health and Beauty Care","The Pond Road","Toronto","Ontario","2010-05-20","2013-06-25","2",“25”,"41504",“11”,“1”
"193","11995","Picton Operations Centre","11 McDonald Drive","Town of Picton","Ontario","2009-02-24","2015-01-08","2",“25”,"2176",“11”,“1”
"194","11351","Canada Post Woodstock - Letter Carrier Depot","Lot 1, Commerce Way Business Park","Woodstock","Ontario","2008-06-16","2011-01-11","2",“25”,"1147",“11”,“1”
"195","17362","Abipa - Faubourg Boisbriand","3700, avenue des grandes Tourelles","Boisbriand","Quebec","2015-01-15","2016-09-30","2",“26”,"5479",“11”,“1”
"196","16841","Elopak -  Faubourg Boisbriand","3720 Avenue des Grandes Tourelles","Boisbriand","Quebec","2014-03-26","2016-05-24","2",“26”,"28488",“11”,“1”
"197","17552","Entrepôt Trévi - Mirabel","18295 rue J.A. Bombardier","Mirabel","Quebec","2015-05-21","2017-02-13","2",“26”,"9465",“11”,“1”
"198","15288","Colonnade Road LCD","15 Colonnade Road","Ottawa","Ontario","2011-12-21","2015-11-16","2",“26”,"2301",“11”,“1”
"199","16145","Wesco Distribution Centre","130, Boulevard Brunswick","Pointe-Claire","Quebec","2013-03-25","2016-02-08","2",“26”,"11661",“11”,“1”
"200","15356","Confidential Project",,,"Alberta","2012-02-10","2016-03-23","2",“26”,"982",“11”,“1”
"201","15770","Confidential Project",,,"Quebec","2012-09-04","2015-11-17","2",“26”,"3144",“11”,“1”
"202","16946","8875 Torbram Road","8875 Torbram Road","Brampton","Ontario","2014-04-22","2016-07-05","3",“22”,"83177",“11”,“1”
"203","13192","Hamilton Trillium Bakery","745 Nebo Rd.","Hamilton","Ontario","2010-03-16","2013-12-13","3",“25”,"35000",“11”,“1”
"204","10043","Steelcare Plant 19","91 Eastport Blvd","Hamilton","Ontario","2004-10-08","2006-04-21","3",“25”,"7927",“11”,“1”
"205","11722","Cascades Groupe Tissu Lachute","115, rue Princesse","Lachute","Quebec","2008-10-15","2013-01-11","3",“25”,"7050",“11”,“1”
"206","15727","Walter and/et Bio-Circle Phase 3","5977 Trans Canada Highway West","Pointe-Claire","Quebec","2012-08-13","2015-01-06","3",“25”,"2063",“11”,“1”
"207","10609","Centre de tri de matiéres recyclables de Terrebonne - Tricentris","2801, chemin des Quarantes-Arpents","Terrebonne","Quebec","2007-03-06","2010-04-22","3",“25”,"4452",“11”,“1”
"208","10767","Centre de distribution de Trois-Rivières","3000 rue Tebbutt","Trois-Rivières","Quebec","2007-09-18","2010-09-02","3",“25”,"13677",“11”,“1”
"209","11961","Clef des Champs Val David","2205 Chemin de la Rivière","Val David","Quebec","2009-02-04","2013-01-29","3",“25”,"929",“11”,“1”
"210","16490","Unilever Brampton Distribution Center","7900 Airport Road","Brampton","Ontario","2013-09-03","2016-05-27","3",“26”,"69205",“11”,“1”
"211","17422","Siège Social Navada","675, rue Hérelle","Longueuil","Quebec","2015-02-03","2016-11-02","3",“26”,"3060",“11”,“1”
"212","15596","Maple Leaf Foods Distribution Centre, Puslinch, ON","7474 McLean Road","Puslinch","Ontario","2012-06-14","2014-04-28","3",“26”,"26208",“11”,“1”
"213","15122","Centre de données Internet Intelligent de TELUS à Rimouski","190 Rue des Negociants","Rimouski","Quebec","2012-03-06","2014-11-20","3",“26”,"4419",“11”,“1”
"214","10325","Fifth Town Artisan Cheese Project","4309 County Road #8, RR 4","Picton","Ontario","2006-05-29","2009-03-12","4",“25”,"403",“11”,“1”
"215","12604","Lafarge Canada Technical Centre","54 Polson Street","Toronto","Ontario","2009-10-20","2011-09-29","3",“25”,"774",“13”,“1”
"216","12432","Guelph East End Public Library","1 Starwood Drive","Guelph","Ontario","2009-08-12","2012-01-17","3",“25”,"704",“15”,“1”
"217","12556","Confidential Project",,,"Alberta","2009-09-22","2014-08-11","1",“25”,"10290","16",“1”
"218","16206","Uplands House","4391 County Road 29","Lakefield","Ontario","2013-05-01","2016-12-13","3",“26”,"1330","16",“1”
"219","11151","500 Wellington","500 Wellington Street West","Toronto","Ontario","2008-03-03","2013-06-21","1",“21”,"5656","17",“1”
"220","13577","One3One Holland Residences by Domicile","131 Holland Ave.","Ottawa","Ontario","2010-05-27","2015-12-10","1",“25”,"5972","17",“1”
"221","10236","The Westside Gallery Lofts","150 Sudbury Street","Toronto","Ontario","2006-02-06","2015-12-14","1",“25”,"19072","17",“1”
"222","13169","Confidential Project",,,"Alberta","2010-02-10","2014-03-19","1",“25”,"11733","17",“1”
"223","13934","S2 - 63 Unit Residential Building, Shaunslieve Drive","89 Shaunslieve Drive","Bedford","Nova Scotia","2011-01-21","2016-09-07","1",“26”,"11685","17",“1”
"224","13771","68 Main Street","68 Main Street","Markham","Ontario","2010-06-18","2015-11-09","2",“25”,"15291","17",“1”
"225","10106","The Renaissance of Richmond Hill","10097-10101 Yonge Street","Richmond Hill","Ontario","2005-04-06","2010-09-13","2",“25”,"16546","17",“1”
"226","12452","Minto Richgrove Terrace Townhomes","5-35 Richgrove Drive","Toronto","Ontario","2010-02-11","2012-09-27","2",“25”,"11764","17",“1”
"227","10700","Delmanor Northtown","8 Northtown Way","Toronto","Ontario","2007-05-14","2011-02-02","2",“25”,"11839","17",“1”
"228","14230","Counsel Park Road - Building A","575 Park Road North","Brantford","Ontario","2011-03-11","2014-02-11","2",“26”,"4796","17",“1”
"229","15773","Lakeside Residences","17 The Queensway South","Keswick","Ontario","2012-08-27","2015-10-14","2",“26”,"7714","17",“1”
"230","17037","Alto Rentals","1544 Dundas Street West","Toronto","Ontario","2014-09-11","2017-06-15","2",“26”,"7845","17",“1”
"231","14231","MMM Group Limited, 1145 Hunt Club Rd., Ottawa","1145 Hunt Club Road","Ottawa","Ontario","2011-04-05","2013-04-10","3",“20”,"2434","17",“1”
"232","12423","The Grainery Lofts","927 South Bland Street","Halifax","Nova Scotia","2009-08-19","2014-02-20","3",“25”,"11850","17",“1”
"233","10366","Rouge Bijou Promenade + Rouge Bijou Arbor","Enterprise Blvd and West Valley Rd","Markham","Ontario","2006-07-25","2012-10-11","3",“25”,"20033","17",“1”
"234","11205","Central Condo - Phase I","453 Bank Street","Ottawa","Ontario","2008-03-06","2014-07-09","3",“25”,"21031","17",“1”
"235","11400","Blythwood at Huntington","1900 Bayview Ave","Toronto","Ontario","2008-06-30","2015-04-29","3",“25”,"20701","17",“1”
"236","10520","SEFC Parcel 5 (Millennium Water / City of Vancouver Housing)","122 Walter Hardwick Ave","Vancouver","British Columbia","2007-02-20","2010-08-13","3",“25”,"17581","17",“1”
"237","10522","SEFC Parcel 2 (Millennium Water / City of Vancouver Housing)","199 W. 1st Avenue","Vancouver","British Columbia","2007-02-20","2010-08-13","3",“25”,"25992","17",“1”
"238","10514","Millennium Water - 181 Athletes Way (Parcel 4)","181 Athletes Way","Vancouver","British Columbia","2007-02-20","2010-06-02","3",“25”,"16637","17",“1”
"239","10506","Millennium Water- 1625 Manitoba Street (Parcel 6)","1626 Manitoba St.","Vancouver","British Columbia","2007-02-20","2010-06-02","3",“25”,"16580","17",“1”
"240","10509","Millennium Water- 1633 Ontario Street (Parcel 10)","1633 Ontario Street","Vancouver","British Columbia","2007-02-20","2010-06-02","3",“25”,"25165","17",“1”
"241","12926","Westerleigh PARC","725 -22nd Street","West Vancouver","British Columbia","2009-12-01","2017-05-12","3",“25”,"11653","17",“1”
"242","15865","Lansdowne Vibe","118 Holmwood Ave.","Ottawa","Ontario","2012-12-03","2018-01-18","3",“26”,"7780","17",“1”
"243","16786","ARIA","450 West 41st Avenue","Vancouver","British Columbia","2014-01-24","2017-02-20","3",“26”,"3612","17",“1”
"244","10320","West Village Suites","1686 Main Street West","Hamilton","Ontario","2006-05-29","2008-08-28","4",“25”,"19327","17",“1”
"245","10168","The Currents Residences","1233 Wellington Ave.","Ottawa","Ontario","2005-07-25","2009-09-18","4",“25”,"5300","17",“1”
"246","13283","AECOM Kitchener Office","100 Sportsworld Drive","Kitchener","Ontario","2011-10-27","2015-03-02","1",“20”,"2590",“18”,“1”
"247","13584","High Street Shopping Centre","3122 Mt Lehman Road","Abbotsford","British Columbia","2010-06-04","2015-09-11","1",“21”,"88500",“18”,“1”
"248","13412","First Capital - Carrefour des Forges - Batiment A","1950 Boulevard St-Joseph","Drummondville","Quebec","2010-06-15","2013-03-21","1",“21”,"1545",“18”,“1”
"249","11497","50 Sportsworld Crossing Road","100 Sportsworld Drive","Kitchener","Ontario","2008-08-07","2013-07-30","1",“21”,"12542",“18”,“1”
"250","10429","Maple Leaf Square Commercial","15 York Street","Toronto","Ontario","2006-10-23","2013-02-20","1",“21”,"38007",“18”,“1”
"251","10585","Barrymore Building","109 Atlantic Avenue","Toronto","Ontario","2007-03-04","2011-04-11","1",“21”,"7244",“18”,“1”
"252","11153","The Taku Building","309 Main Street","Whitehorse","Yukon","2008-02-14","2011-10-03","1",“21”,"2440",“18”,“1”
"253","16574","Complexe Les Ailes & Le 1500","677 Ste-Catherine Ouest","Montréal","Quebec","2013-10-17","2016-11-07","1",“23”,"110122",“18”,“1”
"254","12728","Charles Clark Medical Centre","303 9th Avenue SW","High River","Alberta","2009-11-03","2014-10-02","1",“25”,"3430",“18”,“1”
"255","10158","Rayside Labossière architectes","1215 rue Ontario est","Montréal","Quebec","2005-04-15","2012-03-19","1",“25”,"671",“18”,“1”
"256","11842","Confidential Project",,,"Ontario","2008-11-28","2014-05-29","1",“25”,"1845",“18”,“1”
"257","11223","Confidential Project",,,"Alberta","2008-03-13","2012-03-12","1",“25”,"4443",“18”,“1”
"258","15726","InnPower Office","7251 Yonge Street","Innisfil","Ontario","2012-08-15","2016-09-13","1",“26”,"3885",“18”,“1”
"259","14251","Bureau d'affaires de Gaz Métro à Rouyn-Noranda","579 boul. Témiscaminque","Rouyn-Noranda","Quebec","2011-03-17","2014-09-23","1",“26”,"620",“18”,“1”
"260","15345","Confidential Project",,,"Quebec","2012-02-29","2015-06-10","1",“26”,"12898",“18”,“1”
"261","15589","Confidential Project",,,"Quebec","2012-06-12","2015-06-10","1",“26”,"18534",“18”,“1”
"262","14697","Place du Canada","1010, West de la Gauchetière","Montreal","Quebec","2008-03-31","2012-03-12","1",“39”,"36969",“18”,“1”
"263","14649","Preston Meadows","633 Margaret Street","Cambridge","Ontario","2007-06-28","2010-09-27","1",“42”,"23226",“18”,“1”
"264","14728","McKenzie Towne Centre Phase 2","11 McKenzie Towne Avenue SE","Calgary","Alberta","2008-06-19","2015-06-30","2",“3”,"2427",“18”,“1”
"265","14682","First Capital - St-Hubert - Building C","5900-5950 Cousineau","Longueuil","Quebec","2008-01-09","2014-10-22","2",“3”,"6608",“18”,“1”
"266","13856","Schneider Electric Corporate Office - 5985 McLaughlin Road, Mississauga","5985 McLaughlin Rd","Mississauga","Ontario","2010-11-05","2013-09-17","2",“20”,"5950",“18”,“1”
"267","13470","Pergola Commons - Building L","71 Clair Road East","Guelph","Ontario","2010-05-06","2015-05-11","2",“21”,"795",“18”,“1”
"268","13469","Pergola Commons - Phase I","1820 Gordon Street","Guelph","Ontario","2010-05-06","2015-05-04","2",“21”,"8782",“18”,“1”
"269","13623","Port Place Shopping Centre  -   Building D","648 Terminal Avenue","Nanaimo","British Columbia","2010-06-15","2015-01-06","2",“21”,"4573",“18”,“1”
"270","13419","Carrefour St-David Ouest - Batiment 4","3471 Clemenceau","Quebec (Beauport)","Quebec","2010-06-15","2013-04-16","2",“21”,"578",“18”,“1”
"271","11167","Victoria Ford Alliance Ltd - Jaguar/ Land Rover  Building","3351 Douglas Street","Saanich","British Columbia","2008-02-29","2016-01-12","2",“21”,"1540",“18”,“1”
"272","11743","Hullmark Corporate Centre - 4789 Yonge","4789 Yonge Street","Toronto","Ontario","2008-11-14","2016-03-14","2",“21”,"36703",“18”,“1”
"273","12422","Uptown CRU 15","3600 Uptown Boulevard","Victoria","British Columbia","2009-07-29","2017-07-28","2",“21”,"8219",“18”,“1”
"274","15891","Airport Crossing","10221 15th St NE and 112 Freeport Crescent NE","Calgary","Alberta","2012-12-05","2016-05-23","2",“22”,"27090",“18”,“1”
"275","16901","The Brewery District: Buildings 1, 2, 4, 6 & 8","104 Avenue & 119 - 121 Street","Edmonton","Alberta","2014-04-25","2017-10-30","2",“22”,"24260",“18”,“1”
"276","14842","Confidential Project",,,"Ontario","2011-05-09","2017-04-04","2",“22”,"29434",“18”,“1”
"277","16113","Confidential Project",,,"Ontario","2013-03-06","2015-11-12","2",“22”,"2682",“18”,“1”
"278","17276","Minto Place and Minto one80five","180 Kent Street","Ottawa","Ontario","2014-10-09","2016-03-23","2",“23”,"150953",“18”,“1”
"279","10093","Oliva","1219 56th Street","Delta","British Columbia","2005-02-21","2009-05-22","2",“25”,"6595",“18”,“1”
"280","11885","Groupe Montoni Bâtiment B & C","5775-5825 rue Kieran","Ville St-Laurent","Quebec","2009-06-09","2011-07-04","2",“25”,"18523",“18”,“1”
"281","14145","Sovereign","Commercial: 4501 Kingsway, Hotel: 5988 Willingdon Avenue, Residential: 4508 Hazel Street","Burnaby","British Columbia","2011-02-23","2017-07-19","2",“26”,"39198",“18”,“1”
"282","16724","Browns Shoes - Siège social et Entrepôt","2250, rue Cohen","St-Laurent","Quebec","2013-11-28","2015-08-21","2",“26”,"12220",“18”,“1”
"283","14908","Centre technique - Air Inuit - Technical Center, Montréal","6005 boul. Côte Vertu","St-Laurent","Quebec","2011-08-31","2014-08-26","2",“26”,"22000",“18”,“1”
"284","14572","Toronto Federal Judicial Centre","University Avenue","Toronto","Ontario","2005-03-30","2008-03-10","2",“28”,"9582",“18”,“1”
"285","14613","225 King Street West","225 King Street West","Toronto","Ontario","2007-03-14","2008-05-29","2",“39”,"43869",“18”,“1”
"286","14734","STATION LANDS - PHASE 1 - EPCOR TOWER","10423 - 101 STREET","EDMONTON","Alberta","2008-07-09","2013-08-23","3",“3”,"67975",“18”,“1”
"287","14670","Westminster Centre","330-555 Sixth Street","New Westminster","British Columbia","2007-10-01","2009-09-06","3",“3”,"3902",“18”,“1”
"288","14753","Uptown CRU 13/4","3555 Douglas St","Saanich","British Columbia","2008-08-22","2014-03-25","3",“3”,"9156",“18”,“1”
"289","14674","Somerset Square","120 Somerset Street","Saint John","New Brunswick","2007-10-26","2009-09-11","3",“3”,"2323",“18”,“1”
"290","14593","Cross Roads","525 West Broadway","Vancouver","British Columbia","2006-07-24","2010-08-31","3",“3”,"27128",“18”,“1”
"291","14735","Uptown Mini Anchor 3","3575 Douglas Street","Victoria","British Columbia","2008-07-09","2011-12-08","3",“3”,"11520",“18”,“1”
"292","14556","PCL’s Centennial Learning Centre","5410 - 99 St. NW","Edmonton","Alberta","2003-12-12","2006-09-15","3",“11”,"2446",“18”,“1”
